{'loss': 0.6482, 'grad_norm': 3.9647905826568604, 'learning_rate': 4.985449578334719e-06, 'rewards/chosen': 0.013955354690551758, 'rewards/rejected': -0.08309493213891983, 'rewards/accuracies': 0.7400000095367432, 'rewards/margins': 0.09705028682947159, 'logps/chosen': -12.460247993469238, 'logps/rejected': -13.747300148010254, 'logits/chosen': -99.69064331054688, 'logits/rejected': -99.4447250366211, 'epoch': 0.0}
{'loss': 0.3121, 'grad_norm': 0.17001882195472717, 'learning_rate': 3.0552916023280677e-06, 'rewards/chosen': 0.43341952562332153, 'rewards/rejected': -5.009748458862305, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.443167686462402, 'logps/chosen': -8.208520889282227, 'logps/rejected': -62.93045425415039, 'logits/chosen': -20.368350982666016, 'logits/rejected': -32.32143783569336, 'epoch': 0.39}
{'loss': 0.3859, 'grad_norm': 0.06559427082538605, 'learning_rate': 3.040444233281863e-06, 'rewards/chosen': 0.23730231821537018, 'rewards/rejected': -5.060061454772949, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.297363758087158, 'logps/chosen': -10.250950813293457, 'logps/rejected': -63.5241813659668, 'logits/chosen': -20.674114227294922, 'logits/rejected': -33.893917083740234, 'epoch': 0.39}
{'loss': 0.3654, 'grad_norm': 0.25884246826171875, 'learning_rate': 3.0255968642356576e-06, 'rewards/chosen': 0.237833172082901, 'rewards/rejected': -5.248772144317627, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.486605167388916, 'logps/chosen': -10.107439041137695, 'logps/rejected': -65.221435546875, 'logits/chosen': -21.464818954467773, 'logits/rejected': -35.104698181152344, 'epoch': 0.39}
{'loss': 0.3054, 'grad_norm': 0.07430972903966904, 'learning_rate': 3.010749495189453e-06, 'rewards/chosen': 0.27067428827285767, 'rewards/rejected': -5.127713680267334, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.398387432098389, 'logps/chosen': -9.945686340332031, 'logps/rejected': -64.16236877441406, 'logits/chosen': -22.002134323120117, 'logits/rejected': -36.463932037353516, 'epoch': 0.4}
{'loss': 0.3302, 'grad_norm': 0.14637507498264313, 'learning_rate': 2.9959021261432475e-06, 'rewards/chosen': 0.17283982038497925, 'rewards/rejected': -5.102534294128418, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.275373935699463, 'logps/chosen': -10.977043151855469, 'logps/rejected': -64.07201385498047, 'logits/chosen': -22.66393280029297, 'logits/rejected': -35.044883728027344, 'epoch': 0.4}
{'loss': 0.3282, 'grad_norm': 0.13436731696128845, 'learning_rate': 2.9810547570970427e-06, 'rewards/chosen': 0.2859853506088257, 'rewards/rejected': -5.439244270324707, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.7252302169799805, 'logps/chosen': -9.737489700317383, 'logps/rejected': -67.30619049072266, 'logits/chosen': -23.58224868774414, 'logits/rejected': -38.12876892089844, 'epoch': 0.4}
{'loss': 0.2429, 'grad_norm': 0.09458519518375397, 'learning_rate': 2.9662073880508374e-06, 'rewards/chosen': 0.24756695330142975, 'rewards/rejected': -5.720715522766113, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.968283176422119, 'logps/chosen': -10.228675842285156, 'logps/rejected': -70.22692108154297, 'logits/chosen': -24.213468551635742, 'logits/rejected': -38.50631332397461, 'epoch': 0.41}
{'loss': 0.2668, 'grad_norm': 0.17091421782970428, 'learning_rate': 2.9513600190046326e-06, 'rewards/chosen': 0.20523041486740112, 'rewards/rejected': -5.936506748199463, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.141737461090088, 'logps/chosen': -10.537188529968262, 'logps/rejected': -72.25357055664062, 'logits/chosen': -24.472806930541992, 'logits/rejected': -41.95954132080078, 'epoch': 0.41}
{'loss': 0.3641, 'grad_norm': 2.078691005706787, 'learning_rate': 2.9365126499584273e-06, 'rewards/chosen': 0.16026052832603455, 'rewards/rejected': -5.825751781463623, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.9860124588012695, 'logps/chosen': -10.884029388427734, 'logps/rejected': -71.1263198852539, 'logits/chosen': -27.157739639282227, 'logits/rejected': -41.34083938598633, 'epoch': 0.41}
{'loss': 0.3057, 'grad_norm': 0.11545109748840332, 'learning_rate': 2.9216652809122225e-06, 'rewards/chosen': -0.038642045110464096, 'rewards/rejected': -5.730190277099609, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.6915483474731445, 'logps/chosen': -12.889084815979004, 'logps/rejected': -70.11874389648438, 'logits/chosen': -21.372150421142578, 'logits/rejected': -35.97818374633789, 'epoch': 0.42}
{'loss': 0.3552, 'grad_norm': 20.908447265625, 'learning_rate': 2.9068179118660176e-06, 'rewards/chosen': -0.25637558102607727, 'rewards/rejected': -5.340356349945068, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.083981037139893, 'logps/chosen': -15.029129981994629, 'logps/rejected': -66.18145751953125, 'logits/chosen': -20.385704040527344, 'logits/rejected': -32.62744903564453, 'epoch': 0.42}
{'loss': 0.1862, 'grad_norm': 7.154281139373779, 'learning_rate': 2.8919705428198124e-06, 'rewards/chosen': 0.12299744784832001, 'rewards/rejected': -5.537285327911377, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 5.660283088684082, 'logps/chosen': -11.373679161071777, 'logps/rejected': -68.21395874023438, 'logits/chosen': -24.8002872467041, 'logits/rejected': -37.53071212768555, 'epoch': 0.42}
{'loss': 0.2831, 'grad_norm': 0.17997294664382935, 'learning_rate': 2.8771231737736075e-06, 'rewards/chosen': 0.23777450621128082, 'rewards/rejected': -5.544503688812256, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.782278060913086, 'logps/chosen': -10.118206977844238, 'logps/rejected': -68.24435424804688, 'logits/chosen': -27.485008239746094, 'logits/rejected': -38.893863677978516, 'epoch': 0.42}
{'loss': 0.4594, 'grad_norm': 30.57943344116211, 'learning_rate': 2.8622758047274023e-06, 'rewards/chosen': 0.15371698141098022, 'rewards/rejected': -5.046415328979492, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 5.200131893157959, 'logps/chosen': -11.065766334533691, 'logps/rejected': -63.327674865722656, 'logits/chosen': -24.983417510986328, 'logits/rejected': -36.2930908203125, 'epoch': 0.43}
{'loss': 0.3422, 'grad_norm': 0.4064388573169708, 'learning_rate': 2.847428435681198e-06, 'rewards/chosen': 0.19915425777435303, 'rewards/rejected': -4.798635959625244, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 4.997790813446045, 'logps/chosen': -10.486418724060059, 'logps/rejected': -60.76811981201172, 'logits/chosen': -24.568458557128906, 'logits/rejected': -31.658924102783203, 'epoch': 0.43}
{'loss': 0.3451, 'grad_norm': 21.75060272216797, 'learning_rate': 2.832581066634992e-06, 'rewards/chosen': 0.2603188157081604, 'rewards/rejected': -5.316845893859863, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.577165126800537, 'logps/chosen': -9.992544174194336, 'logps/rejected': -66.0896987915039, 'logits/chosen': -28.828720092773438, 'logits/rejected': -38.54841232299805, 'epoch': 0.43}
{'loss': 0.362, 'grad_norm': 30.468751907348633, 'learning_rate': 2.8177336975887877e-06, 'rewards/chosen': 0.09448239207267761, 'rewards/rejected': -4.754705905914307, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 4.849188327789307, 'logps/chosen': -11.641845703125, 'logps/rejected': -60.36338806152344, 'logits/chosen': -25.731006622314453, 'logits/rejected': -35.689064025878906, 'epoch': 0.44}
{'loss': 0.27, 'grad_norm': 221.4544677734375, 'learning_rate': 2.802886328542582e-06, 'rewards/chosen': 0.26240456104278564, 'rewards/rejected': -5.233506679534912, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.495911121368408, 'logps/chosen': -9.982805252075195, 'logps/rejected': -65.27012634277344, 'logits/chosen': -30.604602813720703, 'logits/rejected': -40.641395568847656, 'epoch': 0.44}
{'loss': 0.3083, 'grad_norm': 0.03379137068986893, 'learning_rate': 2.7880389594963776e-06, 'rewards/chosen': 0.09272851794958115, 'rewards/rejected': -5.350086212158203, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.442814826965332, 'logps/chosen': -11.665912628173828, 'logps/rejected': -66.38440704345703, 'logits/chosen': -27.470712661743164, 'logits/rejected': -37.61140060424805, 'epoch': 0.44}
{'loss': 0.2402, 'grad_norm': 0.218075692653656, 'learning_rate': 2.7731915904501728e-06, 'rewards/chosen': 0.04705100134015083, 'rewards/rejected': -5.330907821655273, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.377958297729492, 'logps/chosen': -12.151671409606934, 'logps/rejected': -66.18211364746094, 'logits/chosen': -25.850788116455078, 'logits/rejected': -36.68437194824219, 'epoch': 0.45}
{'loss': 0.3169, 'grad_norm': 0.08637906610965729, 'learning_rate': 2.7583442214039675e-06, 'rewards/chosen': 0.134365975856781, 'rewards/rejected': -5.763535022735596, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.89790153503418, 'logps/chosen': -11.283055305480957, 'logps/rejected': -70.56578826904297, 'logits/chosen': -26.226430892944336, 'logits/rejected': -40.616729736328125, 'epoch': 0.45}
{'loss': 0.3777, 'grad_norm': 0.3588566482067108, 'learning_rate': 2.7434968523577627e-06, 'rewards/chosen': -0.1940668225288391, 'rewards/rejected': -5.587036609649658, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.392969131469727, 'logps/chosen': -14.591888427734375, 'logps/rejected': -68.75137329101562, 'logits/chosen': -30.305744171142578, 'logits/rejected': -40.311744689941406, 'epoch': 0.45}
{'loss': 0.2947, 'grad_norm': 0.023768100887537003, 'learning_rate': 2.7286494833115574e-06, 'rewards/chosen': 0.043431054800748825, 'rewards/rejected': -5.670269966125488, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.713700771331787, 'logps/chosen': -12.120447158813477, 'logps/rejected': -69.5669937133789, 'logits/chosen': -30.0786075592041, 'logits/rejected': -41.40431213378906, 'epoch': 0.45}
{'loss': 0.319, 'grad_norm': 0.0723813995718956, 'learning_rate': 2.7138021142653526e-06, 'rewards/chosen': 0.06766383349895477, 'rewards/rejected': -5.5678486824035645, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.635512828826904, 'logps/chosen': -12.058815002441406, 'logps/rejected': -68.67816162109375, 'logits/chosen': -28.251808166503906, 'logits/rejected': -40.249488830566406, 'epoch': 0.46}
{'loss': 0.259, 'grad_norm': 0.14708851277828217, 'learning_rate': 2.6989547452191473e-06, 'rewards/chosen': 0.1982225775718689, 'rewards/rejected': -5.662698268890381, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 5.8609209060668945, 'logps/chosen': -10.654029846191406, 'logps/rejected': -69.5352783203125, 'logits/chosen': -28.895532608032227, 'logits/rejected': -39.289310455322266, 'epoch': 0.46}
{'loss': 0.4823, 'grad_norm': 0.6318925023078918, 'learning_rate': 2.6841073761729425e-06, 'rewards/chosen': -0.07231277227401733, 'rewards/rejected': -5.162429332733154, 'rewards/accuracies': 0.8849999904632568, 'rewards/margins': 5.090116500854492, 'logps/chosen': -13.337285041809082, 'logps/rejected': -64.56957244873047, 'logits/chosen': -28.428316116333008, 'logits/rejected': -37.14495849609375, 'epoch': 0.46}
{'loss': 0.195, 'grad_norm': 0.12652476131916046, 'learning_rate': 2.669260007126737e-06, 'rewards/chosen': 0.3846670985221863, 'rewards/rejected': -5.51993465423584, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 5.904601573944092, 'logps/chosen': -8.63127613067627, 'logps/rejected': -68.11113739013672, 'logits/chosen': -30.50499725341797, 'logits/rejected': -36.67045593261719, 'epoch': 0.47}
{'loss': 0.2447, 'grad_norm': 20.280742645263672, 'learning_rate': 2.6544126380805323e-06, 'rewards/chosen': 0.3811293840408325, 'rewards/rejected': -5.6517744064331055, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.032903671264648, 'logps/chosen': -8.68287467956543, 'logps/rejected': -69.31793212890625, 'logits/chosen': -31.021337509155273, 'logits/rejected': -41.816864013671875, 'epoch': 0.47}
{'loss': 0.3658, 'grad_norm': 0.19184522330760956, 'learning_rate': 2.639565269034327e-06, 'rewards/chosen': 0.1242503672838211, 'rewards/rejected': -5.472850799560547, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.597100734710693, 'logps/chosen': -11.233044624328613, 'logps/rejected': -67.52561950683594, 'logits/chosen': -26.105087280273438, 'logits/rejected': -36.50718688964844, 'epoch': 0.47}
{'loss': 0.2455, 'grad_norm': 0.8645253777503967, 'learning_rate': 2.6247178999881222e-06, 'rewards/chosen': 0.23849079012870789, 'rewards/rejected': -5.759644031524658, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.998135566711426, 'logps/chosen': -10.2820463180542, 'logps/rejected': -70.54110717773438, 'logits/chosen': -22.53042221069336, 'logits/rejected': -34.78647232055664, 'epoch': 0.48}
{'loss': 0.3898, 'grad_norm': 0.09742797166109085, 'learning_rate': 2.6098705309419174e-06, 'rewards/chosen': 0.2606658637523651, 'rewards/rejected': -5.737679481506348, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.998345375061035, 'logps/chosen': -9.732810020446777, 'logps/rejected': -70.01929473876953, 'logits/chosen': -24.0087890625, 'logits/rejected': -36.609073638916016, 'epoch': 0.48}
{'loss': 0.4253, 'grad_norm': 0.10976027697324753, 'learning_rate': 2.595023161895712e-06, 'rewards/chosen': 0.07612013071775436, 'rewards/rejected': -5.187623977661133, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 5.263743877410889, 'logps/chosen': -11.900334358215332, 'logps/rejected': -64.82691192626953, 'logits/chosen': -24.519262313842773, 'logits/rejected': -31.844196319580078, 'epoch': 0.48}
{'loss': 0.3872, 'grad_norm': 17.90324592590332, 'learning_rate': 2.5801757928495073e-06, 'rewards/chosen': 0.06410077214241028, 'rewards/rejected': -5.242061614990234, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.3061628341674805, 'logps/chosen': -11.70770263671875, 'logps/rejected': -65.09591674804688, 'logits/chosen': -27.914257049560547, 'logits/rejected': -30.84471893310547, 'epoch': 0.48}
{'loss': 0.4076, 'grad_norm': 0.1263706088066101, 'learning_rate': 2.565328423803302e-06, 'rewards/chosen': -0.147858664393425, 'rewards/rejected': -5.105562686920166, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 4.957704067230225, 'logps/chosen': -14.157811164855957, 'logps/rejected': -64.0412368774414, 'logits/chosen': -20.80438804626465, 'logits/rejected': -26.187816619873047, 'epoch': 0.49}
{'loss': 0.0535, 'grad_norm': 0.04179360717535019, 'learning_rate': 2.5504810547570976e-06, 'rewards/chosen': 0.4028644561767578, 'rewards/rejected': -5.548742771148682, 'rewards/accuracies': 0.9850000143051147, 'rewards/margins': 5.9516072273254395, 'logps/chosen': -8.619365692138672, 'logps/rejected': -68.33936309814453, 'logits/chosen': -18.930246353149414, 'logits/rejected': -27.10406494140625, 'epoch': 0.49}
{'loss': 0.3495, 'grad_norm': 98.02871704101562, 'learning_rate': 2.535633685710892e-06, 'rewards/chosen': 0.2860759496688843, 'rewards/rejected': -5.829620838165283, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 6.115697860717773, 'logps/chosen': -9.602931022644043, 'logps/rejected': -71.09848022460938, 'logits/chosen': -27.96163558959961, 'logits/rejected': -38.57373046875, 'epoch': 0.49}
{'loss': 0.3704, 'grad_norm': 20.007164001464844, 'learning_rate': 2.5207863166646875e-06, 'rewards/chosen': 0.24851076304912567, 'rewards/rejected': -5.668759822845459, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.917271137237549, 'logps/chosen': -10.050817489624023, 'logps/rejected': -69.4493179321289, 'logits/chosen': -22.9894962310791, 'logits/rejected': -31.383588790893555, 'epoch': 0.5}
{'loss': 0.3963, 'grad_norm': 0.09393604099750519, 'learning_rate': 2.505938947618482e-06, 'rewards/chosen': -0.01747800037264824, 'rewards/rejected': -5.223964214324951, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.206486225128174, 'logps/chosen': -12.839207649230957, 'logps/rejected': -65.17666625976562, 'logits/chosen': -23.314245223999023, 'logits/rejected': -29.310964584350586, 'epoch': 0.5}
{'loss': 0.2124, 'grad_norm': 0.3512427508831024, 'learning_rate': 2.4910915785722774e-06, 'rewards/chosen': 0.3989209234714508, 'rewards/rejected': -5.546914100646973, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 5.945835113525391, 'logps/chosen': -8.483685493469238, 'logps/rejected': -68.21980285644531, 'logits/chosen': -22.527271270751953, 'logits/rejected': -30.38457679748535, 'epoch': 0.5}
{'loss': 0.2228, 'grad_norm': 44.61474609375, 'learning_rate': 2.476244209526072e-06, 'rewards/chosen': 0.529105007648468, 'rewards/rejected': -5.737274169921875, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.266379356384277, 'logps/chosen': -7.365579605102539, 'logps/rejected': -70.37339782714844, 'logits/chosen': -26.4512882232666, 'logits/rejected': -36.40869903564453, 'epoch': 0.5}
{'loss': 0.3891, 'grad_norm': 98.75836944580078, 'learning_rate': 2.4613968404798673e-06, 'rewards/chosen': 0.14706993103027344, 'rewards/rejected': -5.536858081817627, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 5.6839280128479, 'logps/chosen': -11.097238540649414, 'logps/rejected': -68.19908905029297, 'logits/chosen': -24.30628204345703, 'logits/rejected': -34.22880554199219, 'epoch': 0.51}
{'loss': 0.3014, 'grad_norm': 16.80548858642578, 'learning_rate': 2.446549471433662e-06, 'rewards/chosen': 0.29673850536346436, 'rewards/rejected': -5.690852642059326, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.987590789794922, 'logps/chosen': -9.598409652709961, 'logps/rejected': -69.77986907958984, 'logits/chosen': -22.9741268157959, 'logits/rejected': -32.99365997314453, 'epoch': 0.51}
{'loss': 0.3525, 'grad_norm': 0.27611443400382996, 'learning_rate': 2.431702102387457e-06, 'rewards/chosen': 0.0003483676991891116, 'rewards/rejected': -5.420835494995117, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.4211835861206055, 'logps/chosen': -12.625710487365723, 'logps/rejected': -67.07011413574219, 'logits/chosen': -24.146196365356445, 'logits/rejected': -32.1673583984375, 'epoch': 0.51}
{'loss': 0.2978, 'grad_norm': 0.20452187955379486, 'learning_rate': 2.416854733341252e-06, 'rewards/chosen': -0.008700094185769558, 'rewards/rejected': -5.502096176147461, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.493395805358887, 'logps/chosen': -12.860884666442871, 'logps/rejected': -68.06640625, 'logits/chosen': -31.477025985717773, 'logits/rejected': -39.40143585205078, 'epoch': 0.52}
{'loss': 0.3675, 'grad_norm': 21.76729965209961, 'learning_rate': 2.402007364295047e-06, 'rewards/chosen': 0.01896684244275093, 'rewards/rejected': -5.3188886642456055, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.337855339050293, 'logps/chosen': -12.454668045043945, 'logps/rejected': -66.06651306152344, 'logits/chosen': -21.799577713012695, 'logits/rejected': -32.244056701660156, 'epoch': 0.52}
{'loss': 0.2178, 'grad_norm': 3.00734806060791, 'learning_rate': 2.3871599952488422e-06, 'rewards/chosen': 0.20578542351722717, 'rewards/rejected': -5.55343770980835, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 5.759222507476807, 'logps/chosen': -10.548454284667969, 'logps/rejected': -68.33233642578125, 'logits/chosen': -24.892690658569336, 'logits/rejected': -34.734004974365234, 'epoch': 0.52}
{'loss': 0.3043, 'grad_norm': 4.367295742034912, 'learning_rate': 2.3723126262026374e-06, 'rewards/chosen': 0.007754707243293524, 'rewards/rejected': -5.545977592468262, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.553732872009277, 'logps/chosen': -12.56222152709961, 'logps/rejected': -68.43426513671875, 'logits/chosen': -32.860008239746094, 'logits/rejected': -40.594520568847656, 'epoch': 0.53}
{'loss': 0.3874, 'grad_norm': 99.46565246582031, 'learning_rate': 2.357465257156432e-06, 'rewards/chosen': -0.028281694278120995, 'rewards/rejected': -5.494753837585449, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.466472625732422, 'logps/chosen': -13.001826286315918, 'logps/rejected': -67.9946060180664, 'logits/chosen': -31.036388397216797, 'logits/rejected': -39.88276290893555, 'epoch': 0.53}
{'loss': 0.1452, 'grad_norm': 0.09899253398180008, 'learning_rate': 2.3426178881102273e-06, 'rewards/chosen': 0.3808816969394684, 'rewards/rejected': -5.78700065612793, 'rewards/accuracies': 0.9700000286102295, 'rewards/margins': 6.167881965637207, 'logps/chosen': -8.812199592590332, 'logps/rejected': -70.75618743896484, 'logits/chosen': -27.00147247314453, 'logits/rejected': -37.73322296142578, 'epoch': 0.53}
{'loss': 0.3166, 'grad_norm': 5.681758403778076, 'learning_rate': 2.327770519064022e-06, 'rewards/chosen': 0.09525376558303833, 'rewards/rejected': -5.6090474128723145, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.704301357269287, 'logps/chosen': -11.576347351074219, 'logps/rejected': -68.96171569824219, 'logits/chosen': -31.168903350830078, 'logits/rejected': -40.103458404541016, 'epoch': 0.53}
{'loss': 0.2996, 'grad_norm': 0.2782159447669983, 'learning_rate': 2.312923150017817e-06, 'rewards/chosen': 0.0678412914276123, 'rewards/rejected': -5.676945686340332, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.744787216186523, 'logps/chosen': -12.01187515258789, 'logps/rejected': -69.79035949707031, 'logits/chosen': -26.381025314331055, 'logits/rejected': -36.906978607177734, 'epoch': 0.54}
{'loss': 0.2921, 'grad_norm': 0.06563432514667511, 'learning_rate': 2.298075780971612e-06, 'rewards/chosen': 0.006793639622628689, 'rewards/rejected': -5.897608757019043, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.904401779174805, 'logps/chosen': -12.658371925354004, 'logps/rejected': -71.99398803710938, 'logits/chosen': -26.35492515563965, 'logits/rejected': -36.87469482421875, 'epoch': 0.54}
{'loss': 0.3938, 'grad_norm': 0.7190679311752319, 'learning_rate': 2.283228411925407e-06, 'rewards/chosen': -0.23894356191158295, 'rewards/rejected': -5.501668930053711, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 5.262725353240967, 'logps/chosen': -15.00320816040039, 'logps/rejected': -67.92866516113281, 'logits/chosen': -32.677040100097656, 'logits/rejected': -38.431793212890625, 'epoch': 0.54}
{'loss': 0.2024, 'grad_norm': 0.08350860327482224, 'learning_rate': 2.2683810428792018e-06, 'rewards/chosen': 0.1556791216135025, 'rewards/rejected': -5.726198196411133, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.881877422332764, 'logps/chosen': -11.0873441696167, 'logps/rejected': -70.28904724121094, 'logits/chosen': -31.173377990722656, 'logits/rejected': -40.580909729003906, 'epoch': 0.55}
{'loss': 0.3079, 'grad_norm': 0.03593214973807335, 'learning_rate': 2.253533673832997e-06, 'rewards/chosen': 0.05358666926622391, 'rewards/rejected': -5.719247817993164, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.772834300994873, 'logps/chosen': -12.085055351257324, 'logps/rejected': -70.08771514892578, 'logits/chosen': -32.545753479003906, 'logits/rejected': -41.34891128540039, 'epoch': 0.55}
{'loss': 0.1686, 'grad_norm': 0.49614596366882324, 'learning_rate': 2.2386863047867917e-06, 'rewards/chosen': 0.1503942906856537, 'rewards/rejected': -5.887702465057373, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.038096904754639, 'logps/chosen': -11.247629165649414, 'logps/rejected': -71.92491149902344, 'logits/chosen': -32.86977767944336, 'logits/rejected': -41.394657135009766, 'epoch': 0.55}
{'loss': 0.2584, 'grad_norm': 0.18029677867889404, 'learning_rate': 2.2238389357405873e-06, 'rewards/chosen': 0.14512687921524048, 'rewards/rejected': -5.9299726486206055, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.075099468231201, 'logps/chosen': -11.15329360961914, 'logps/rejected': -72.16368865966797, 'logits/chosen': -29.002412796020508, 'logits/rejected': -41.83255386352539, 'epoch': 0.56}
{'loss': 0.4469, 'grad_norm': 0.17385251820087433, 'learning_rate': 2.208991566694382e-06, 'rewards/chosen': 0.03451322764158249, 'rewards/rejected': -5.570199966430664, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.6047139167785645, 'logps/chosen': -12.11630630493164, 'logps/rejected': -68.44575500488281, 'logits/chosen': -32.49858093261719, 'logits/rejected': -41.10182571411133, 'epoch': 0.56}
{'loss': 0.2254, 'grad_norm': 0.34476158022880554, 'learning_rate': 2.194144197648177e-06, 'rewards/chosen': 0.31750789284706116, 'rewards/rejected': -5.711096286773682, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.028603553771973, 'logps/chosen': -9.497597694396973, 'logps/rejected': -70.11163330078125, 'logits/chosen': -29.282442092895508, 'logits/rejected': -38.81622314453125, 'epoch': 0.56}
{'loss': 0.3062, 'grad_norm': 0.4532308578491211, 'learning_rate': 2.179296828601972e-06, 'rewards/chosen': 0.1746421605348587, 'rewards/rejected': -5.684765815734863, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.859407901763916, 'logps/chosen': -10.749505996704102, 'logps/rejected': -69.65247344970703, 'logits/chosen': -25.582935333251953, 'logits/rejected': -36.934139251708984, 'epoch': 0.56}
{'loss': 0.255, 'grad_norm': 0.4044644832611084, 'learning_rate': 2.164449459555767e-06, 'rewards/chosen': 0.16547313332557678, 'rewards/rejected': -5.719451904296875, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.88492488861084, 'logps/chosen': -10.958331108093262, 'logps/rejected': -70.10040283203125, 'logits/chosen': -27.351816177368164, 'logits/rejected': -37.590179443359375, 'epoch': 0.57}
{'loss': 0.338, 'grad_norm': 26.659744262695312, 'learning_rate': 2.1496020905095618e-06, 'rewards/chosen': 0.08266826719045639, 'rewards/rejected': -5.692218780517578, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.774886608123779, 'logps/chosen': -11.712442398071289, 'logps/rejected': -69.7988510131836, 'logits/chosen': -28.117046356201172, 'logits/rejected': -39.15803146362305, 'epoch': 0.57}
{'loss': 0.2727, 'grad_norm': 155.4762725830078, 'learning_rate': 2.134754721463357e-06, 'rewards/chosen': 0.15427838265895844, 'rewards/rejected': -5.916093826293945, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.070372104644775, 'logps/chosen': -10.767638206481934, 'logps/rejected': -71.8049545288086, 'logits/chosen': -28.339887619018555, 'logits/rejected': -38.909767150878906, 'epoch': 0.57}
{'loss': 0.3001, 'grad_norm': 0.08564745634794235, 'learning_rate': 2.1199073524171517e-06, 'rewards/chosen': 0.027448171749711037, 'rewards/rejected': -5.581974983215332, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.6094231605529785, 'logps/chosen': -12.339849472045898, 'logps/rejected': -68.63953399658203, 'logits/chosen': -24.745891571044922, 'logits/rejected': -34.110836029052734, 'epoch': 0.58}
{'loss': 0.2139, 'grad_norm': 0.20391492545604706, 'learning_rate': 2.105059983370947e-06, 'rewards/chosen': 0.1779843121767044, 'rewards/rejected': -5.869104385375977, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.047088623046875, 'logps/chosen': -10.801349639892578, 'logps/rejected': -71.62286376953125, 'logits/chosen': -29.236705780029297, 'logits/rejected': -36.98847961425781, 'epoch': 0.58}
